N,Norm,Lambda,Gamma,K,LR_Entire_Time,LR_Entire_MAE,LR_Entire_RMSE,LR_Entire_MAD,LR_Cluster_Time_Avg,LR_Cluster_MAE_Avg,LR_Cluster_RMSE_Avg,LR_Cluster_MAD_Avg,LR_Cluster_MAE_Median,LR_Cluster_RMSE_Median,LR_Cluster_MAD_Median,RF_Entire_Time,RF_Entire_MAE,RF_Entire_RMSE,RF_Entire_MAD,RF_Cluster_Time_Avg,RF_Cluster_MAE_Avg,RF_Cluster_RMSE_Avg,RF_Cluster_MAD_Avg,RF_Cluster_MAE_Median,RF_Cluster_RMSE_Median,RF_Cluster_MAD_Median,NN_Entire_Time,NN_Entire_MAE,NN_Entire_RMSE,NN_Entire_MAD,NN_Cluster_Time_Avg,NN_Cluster_MAE_Avg,NN_Cluster_RMSE_Avg,NN_Cluster_MAD_Avg,NN_Cluster_MAE_Median,NN_Cluster_RMSE_Median,NN_Cluster_MAD_Median,GP_Entire_Time,GP_Entire_MAE,GP_Entire_RMSE,GP_Entire_MAD,GP_Cluster_Time_Avg,GP_Cluster_MAE_Avg,GP_Cluster_RMSE_Avg,GP_Cluster_MAD_Avg,GP_Cluster_MAE_Median,GP_Cluster_RMSE_Median,GP_Cluster_MAD_Median,GB_Entire_Time,GB_Entire_MAE,GB_Entire_RMSE,GB_Entire_MAD,GB_Cluster_Time_Avg,GB_Cluster_MAE_Avg,GB_Cluster_RMSE_Avg,GB_Cluster_MAD_Avg,GB_Cluster_MAE_Median,GB_Cluster_RMSE_Median,GB_Cluster_MAD_Median
1000,1,0.1,1.0,9,0.0012819766998291016,0.07572404595198262,0.3176633156201745,0.045674406410488144,0.0006971624162462023,0.1444191175548245,0.29191761865540367,0.07508201962907049,0.08118077913216462,0.10718804337848412,0.02572899529859063,0.14507699012756348,0.022670098304818306,0.03167583257591557,0.017083333698894573,0.049560546875,0.0839337516344199,0.20228133271263277,0.04348487560907957,0.07113016299903348,0.09071624777175995,0.037779482071777976,0.2691829204559326,0.09378444733158649,0.3098889778395975,0.03694867497155279,0.02867147657606337,0.1509696267861733,0.2914009720369428,0.08935958150101449,0.09821154733344514,0.12443348776988243,0.07398412599315685,0.24258708953857422,0.09063805,0.28110394,0.036968112,0.03997937838236491,0.08787672,0.19835097,0.042750634,0.07490375638008118,0.09873320907354355,0.03269156813621521,0.061371803283691406,0.02220812894860769,0.02961410751046354,0.017535934789829732,0.01527351803249783,0.0682263645394247,0.15518403974621325,0.03687800880807307,0.037496205312315886,0.04626537746597941,0.03158249539032898
