N,Norm,Lambda,Gamma,K,LR_Entire_Time,LR_Entire_MAE,LR_Entire_RMSE,LR_Entire_MAD,LR_Cluster_Time_Avg,LR_Cluster_MAE_Avg,LR_Cluster_RMSE_Avg,LR_Cluster_MAD_Avg,LR_Euc_Time_Avg,LR_Euc_MAE_Avg,LR_Euc_RMSE_Avg,LR_Euc_MAD_Avg,RF_Entire_Time,RF_Entire_MAE,RF_Entire_RMSE,RF_Entire_MAD,RF_Cluster_Time_Avg,RF_Cluster_MAE_Avg,RF_Cluster_RMSE_Avg,RF_Cluster_MAD_Avg,RF_Euc_Time_Avg,RF_Euc_MAE_Avg,RF_Euc_RMSE_Avg,RF_Euc_MAD_Avg,NN_Entire_Time,NN_Entire_MAE,NN_Entire_RMSE,NN_Entire_MAD,NN_Cluster_Time_Avg,NN_Cluster_MAE_Avg,NN_Cluster_RMSE_Avg,NN_Cluster_MAD_Avg,NN_Euc_Time_Avg,NN_Euc_MAE_Avg,NN_Euc_RMSE_Avg,NN_Euc_MAD_Avg,GP_Entire_Time,GP_Entire_MAE,GP_Entire_RMSE,GP_Entire_MAD,GP_Cluster_Time_Avg,GP_Cluster_MAE_Avg,GP_Cluster_RMSE_Avg,GP_Cluster_MAD_Avg,GP_Euc_Time_Avg,GP_Euc_MAE_Avg,GP_Euc_RMSE_Avg,GP_Euc_MAD_Avg,GB_Entire_Time,GB_Entire_MAE,GB_Entire_RMSE,GB_Entire_MAD,GB_Cluster_Time_Avg,GB_Cluster_MAE_Avg,GB_Cluster_RMSE_Avg,GB_Cluster_MAD_Avg,GB_Euc_Time_Avg,GB_Euc_MAE_Avg,GB_Euc_RMSE_Avg,GB_Euc_MAD_Avg
10000,1,0.9,1.0,6,0.003156900405883789,0.06792803101151079,0.3219772320780228,0.0359716131146422,0.00047457218170166016,0.15259791489141525,0.3365610805372525,0.10496233119876379,0.0005150238672892252,0.18291379200091848,0.33942034202576615,0.13675693104402126,2.429849863052368,0.047734862537386104,0.23787739232640548,0.018003929063445126,0.38016752401987713,0.15189934701940477,0.37920410820548117,0.07987428991799178,0.37843334674835205,0.1322564290974453,0.306823389971105,0.07274453935199213,2.7559659481048584,0.0759909485819563,0.28231150535534527,0.02934258814997001,0.28748659292856854,0.13487689565380054,0.3083540530310935,0.07381233873061294,0.22278420130411783,0.1384491823782306,0.3111137087138595,0.06795696065992844,12.818093061447144,0.070741825,0.25954142,0.022427708,0.5223176876703898,0.12284059,0.27821565,0.06795297,0.5667113065719604,0.1291166,0.30402878,0.069172576,0.8875291347503662,0.048653030256430495,0.2368562212937098,0.0232904667765369,0.15296876430511475,0.1441274044271155,0.37599955415307657,0.07600133157442727,0.15191296736399332,0.129552724430865,0.316084788207251,0.07269758185782055
