N,Norm,Lambda,Gamma,K,LR_Entire_Time,LR_Entire_MAE,LR_Entire_RMSE,LR_Entire_MAD,LR_Cluster_Time_Avg,LR_Cluster_MAE_Avg,LR_Cluster_RMSE_Avg,LR_Cluster_MAD_Avg,LR_Euc_Time_Avg,LR_Euc_MAE_Avg,LR_Euc_RMSE_Avg,LR_Euc_MAD_Avg,RF_Entire_Time,RF_Entire_MAE,RF_Entire_RMSE,RF_Entire_MAD,RF_Cluster_Time_Avg,RF_Cluster_MAE_Avg,RF_Cluster_RMSE_Avg,RF_Cluster_MAD_Avg,RF_Euc_Time_Avg,RF_Euc_MAE_Avg,RF_Euc_RMSE_Avg,RF_Euc_MAD_Avg,NN_Entire_Time,NN_Entire_MAE,NN_Entire_RMSE,NN_Entire_MAD,NN_Cluster_Time_Avg,NN_Cluster_MAE_Avg,NN_Cluster_RMSE_Avg,NN_Cluster_MAD_Avg,NN_Euc_Time_Avg,NN_Euc_MAE_Avg,NN_Euc_RMSE_Avg,NN_Euc_MAD_Avg,GB_Entire_Time,GB_Entire_MAE,GB_Entire_RMSE,GB_Entire_MAD,GB_Cluster_Time_Avg,GB_Cluster_MAE_Avg,GB_Cluster_RMSE_Avg,GB_Cluster_MAD_Avg,GB_Euc_Time_Avg,GB_Euc_MAE_Avg,GB_Euc_RMSE_Avg,GB_Euc_MAD_Avg
100000,2,0.5,2.0,5,0.006304025650024414,0.0643103041422581,0.30043950634238437,0.03601264487927863,0.0017163276672363282,0.14402314814026926,0.38876448789592855,0.1002329513142524,0.0018838882446289063,0.1810003097263652,0.43049108119569157,0.11850972218814104,25.353840112686157,0.03972577539211434,0.19129561027098532,0.015072910377386506,4.467500400543213,0.1168205356880933,0.3588148191201526,0.06005021275357523,4.414989805221557,0.11633145533673668,0.3733764057760762,0.050471878544578866,14.464714288711548,0.04453465656800622,0.20026136988473706,0.018620511781622773,1.7539263725280763,0.10218798176790596,0.333247825150617,0.0586762655162971,1.096415901184082,0.11119784231674237,0.35287363340713557,0.05332144238036853,6.585901737213135,0.04390007664513292,0.19058994035464374,0.021574883164358055,1.2787247180938721,0.11505249826675204,0.361639872731771,0.07085314140968643,1.276644802093506,0.11646658152722349,0.36553906197515323,0.05879813314083082
