N,Norm,Lambda,Gamma,K,LR_Entire_Time,LR_Entire_MAE,LR_Entire_RMSE,LR_Entire_MAD,LR_Cluster_Time_Avg,LR_Cluster_MAE_Avg,LR_Cluster_RMSE_Avg,LR_Cluster_MAD_Avg,LR_Euc_Time_Avg,LR_Euc_MAE_Avg,LR_Euc_RMSE_Avg,LR_Euc_MAD_Avg,RF_Entire_Time,RF_Entire_MAE,RF_Entire_RMSE,RF_Entire_MAD,RF_Cluster_Time_Avg,RF_Cluster_MAE_Avg,RF_Cluster_RMSE_Avg,RF_Cluster_MAD_Avg,RF_Euc_Time_Avg,RF_Euc_MAE_Avg,RF_Euc_RMSE_Avg,RF_Euc_MAD_Avg,NN_Entire_Time,NN_Entire_MAE,NN_Entire_RMSE,NN_Entire_MAD,NN_Cluster_Time_Avg,NN_Cluster_MAE_Avg,NN_Cluster_RMSE_Avg,NN_Cluster_MAD_Avg,NN_Euc_Time_Avg,NN_Euc_MAE_Avg,NN_Euc_RMSE_Avg,NN_Euc_MAD_Avg,GP_Entire_Time,GP_Entire_MAE,GP_Entire_RMSE,GP_Entire_MAD,GP_Cluster_Time_Avg,GP_Cluster_MAE_Avg,GP_Cluster_RMSE_Avg,GP_Cluster_MAD_Avg,GP_Euc_Time_Avg,GP_Euc_MAE_Avg,GP_Euc_RMSE_Avg,GP_Euc_MAD_Avg,GB_Entire_Time,GB_Entire_MAE,GB_Entire_RMSE,GB_Entire_MAD,GB_Cluster_Time_Avg,GB_Cluster_MAE_Avg,GB_Cluster_RMSE_Avg,GB_Cluster_MAD_Avg,GB_Euc_Time_Avg,GB_Euc_MAE_Avg,GB_Euc_RMSE_Avg,GB_Euc_MAD_Avg
5000,1,0.5,0.5,6,0.0006120204925537109,0.06606716257040125,0.2627241057286416,0.044473382092633296,0.0003733634948730469,0.15509078377999427,0.32974246752512076,0.11789749379910387,0.00032158692677815753,0.22164609849587402,0.4643029753593615,0.14169759091135933,0.7723143100738525,0.04304894670663529,0.19919097198841806,0.020221450926168838,0.14641431967417398,0.14581240873126447,0.34492559677754864,0.08529416611302176,0.1346909999847412,0.18963331459573365,0.47740477619231186,0.08470714972771794,1.0344970226287842,0.07233810831780624,0.24770514972276783,0.029920768428795465,0.12498358885447185,0.14594362414714657,0.3167032070543207,0.09302322042968693,0.09967346986134847,0.19575134591433588,0.4430713783669297,0.0893796692557775,2.7425789833068848,0.07502247,0.2456197,0.029607609,0.16655389467875162,0.14644866,0.33270633,0.085649125,0.15234955151875815,0.18658717,0.46251354,0.08887289,0.31063127517700195,0.04364173359385592,0.18481479075966634,0.024486903561613534,0.05627910296122233,0.1346240983509164,0.3282760165258666,0.08079161924187683,0.057857394218444824,0.18401803114984294,0.4962526958628984,0.08001318670436271
