N,Norm,Lambda,Gamma,K,LR_Entire_Time,LR_Entire_MAE,LR_Entire_RMSE,LR_Entire_MAD,LR_Cluster_Time_Avg,LR_Cluster_MAE_Avg,LR_Cluster_RMSE_Avg,LR_Cluster_MAD_Avg,LR_Euc_Time_Avg,LR_Euc_MAE_Avg,LR_Euc_RMSE_Avg,LR_Euc_MAD_Avg,RF_Entire_Time,RF_Entire_MAE,RF_Entire_RMSE,RF_Entire_MAD,RF_Cluster_Time_Avg,RF_Cluster_MAE_Avg,RF_Cluster_RMSE_Avg,RF_Cluster_MAD_Avg,RF_Euc_Time_Avg,RF_Euc_MAE_Avg,RF_Euc_RMSE_Avg,RF_Euc_MAD_Avg,NN_Entire_Time,NN_Entire_MAE,NN_Entire_RMSE,NN_Entire_MAD,NN_Cluster_Time_Avg,NN_Cluster_MAE_Avg,NN_Cluster_RMSE_Avg,NN_Cluster_MAD_Avg,NN_Euc_Time_Avg,NN_Euc_MAE_Avg,NN_Euc_RMSE_Avg,NN_Euc_MAD_Avg,GB_Entire_Time,GB_Entire_MAE,GB_Entire_RMSE,GB_Entire_MAD,GB_Cluster_Time_Avg,GB_Cluster_MAE_Avg,GB_Cluster_RMSE_Avg,GB_Cluster_MAD_Avg,GB_Euc_Time_Avg,GB_Euc_MAE_Avg,GB_Euc_RMSE_Avg,GB_Euc_MAD_Avg
100000,2,0.5,0.5,7,0.005524158477783203,0.0643103041422581,0.30043950634238437,0.03601264487927863,0.001656838825770787,0.19640391332664414,0.5111142609226007,0.14008323359949373,0.00154634884425572,0.21916092885132782,0.5380078145111772,0.14733366206872503,25.36850619316101,0.0394103950844162,0.19130685851713325,0.014969695013039963,3.0807389872414723,0.16192217320028984,0.4959719891981779,0.08673395990675124,3.0305542264665877,0.1665701499693559,0.5377791703470111,0.07426154363405638,15.226224184036255,0.04261708932467162,0.19579058040827732,0.016692307554756397,1.1349256379263741,0.1323933756597999,0.45383257603857746,0.07257665169683424,0.7800838266100202,0.13932864640110643,0.4795696689757983,0.06511831210657733,6.598716974258423,0.043860209177014574,0.19119473044964508,0.021572383600056137,0.9075438295091901,0.15782433001808596,0.4737507774460471,0.09868147675744769,0.907149110521589,0.16285841550449595,0.5346316322323293,0.08488938362277738
