N,Norm,Lambda,Gamma,K,LR_Entire_Time,LR_Entire_MAE,LR_Entire_RMSE,LR_Entire_MAD,LR_Cluster_Time_Avg,LR_Cluster_MAE_Avg,LR_Cluster_RMSE_Avg,LR_Cluster_MAD_Avg,LR_Cluster_MAE_Median,LR_Cluster_RMSE_Median,LR_Cluster_MAD_Median,RF_Entire_Time,RF_Entire_MAE,RF_Entire_RMSE,RF_Entire_MAD,RF_Cluster_Time_Avg,RF_Cluster_MAE_Avg,RF_Cluster_RMSE_Avg,RF_Cluster_MAD_Avg,RF_Cluster_MAE_Median,RF_Cluster_RMSE_Median,RF_Cluster_MAD_Median,NN_Entire_Time,NN_Entire_MAE,NN_Entire_RMSE,NN_Entire_MAD,NN_Cluster_Time_Avg,NN_Cluster_MAE_Avg,NN_Cluster_RMSE_Avg,NN_Cluster_MAD_Avg,NN_Cluster_MAE_Median,NN_Cluster_RMSE_Median,NN_Cluster_MAD_Median,GP_Entire_Time,GP_Entire_MAE,GP_Entire_RMSE,GP_Entire_MAD,GP_Cluster_Time_Avg,GP_Cluster_MAE_Avg,GP_Cluster_RMSE_Avg,GP_Cluster_MAD_Avg,GP_Cluster_MAE_Median,GP_Cluster_RMSE_Median,GP_Cluster_MAD_Median,GB_Entire_Time,GB_Entire_MAE,GB_Entire_RMSE,GB_Entire_MAD,GB_Cluster_Time_Avg,GB_Cluster_MAE_Avg,GB_Cluster_RMSE_Avg,GB_Cluster_MAD_Avg,GB_Cluster_MAE_Median,GB_Cluster_RMSE_Median,GB_Cluster_MAD_Median
1000,1,0.1,0.5,3,0.0009579658508300781,0.07572404595198262,0.3176633156201745,0.045674406410488144,0.0008505980173746744,0.08578402764896005,0.23180723967748654,0.05642961358196461,0.08853538707805389,0.1127923190990959,0.06972040358351161,0.1443178653717041,0.02141305558789622,0.030628618662003095,0.014959262137407815,0.06625835100809734,0.037597129676386294,0.0649320048750428,0.024522122224449504,0.0356646718579439,0.050421422899963084,0.02233218395845471,0.21345210075378418,0.09546902586303851,0.3001828449896276,0.041048541542353545,0.05640713373819987,0.08656241551550516,0.24965587317922935,0.04079870927904387,0.06517532769690297,0.1310144102744665,0.035139112383196114,0.2541639804840088,0.09063805,0.28110394,0.036968112,0.07609136899312337,0.09294874,0.29408494,0.030055432,0.10498074442148209,0.30025237798690796,0.025921575725078583,0.06065106391906738,0.022173461131892072,0.029579888048737173,0.01727889609153989,0.02497076988220215,0.03369295807315744,0.051784907295436576,0.02297179197381136,0.032743955914627594,0.04839182749963594,0.0223170532757907
